"id";"encuesta_id";"pregunta_id";"respuesta_id";"empleado_id";"created_at";"updated_at"
57;4;57;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
58;4;58;3;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
59;4;59;3;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
60;4;60;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
61;4;61;2;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
62;4;62;6;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
63;4;63;4;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
64;4;64;4;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
65;4;65;6;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
66;5;66;2;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
67;5;67;3;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
68;5;68;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
69;5;69;6;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
70;5;70;6;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
71;5;71;4;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
72;5;72;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
73;5;73;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
74;5;74;4;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
75;5;75;6;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
76;5;76;4;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
77;5;77;3;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
78;5;78;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
79;5;79;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
80;5;80;1;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
81;5;81;4;1;"2019-08-08 08:52:36";"2019-08-08 08:52:36"
82;5;82;6;1;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
83;5;83;4;1;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
84;5;84;4;1;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
85;5;85;1;1;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
86;5;86;2;1;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
87;1;1;3;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
88;1;2;4;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
89;1;3;6;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
90;1;4;2;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
91;1;5;1;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
92;1;6;3;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
93;1;7;2;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
94;1;8;6;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
95;1;9;1;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
96;1;10;1;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
97;1;11;2;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
98;1;12;1;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
99;1;13;5;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
100;1;14;4;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
101;1;15;2;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
102;1;16;6;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
103;1;17;4;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
104;2;18;5;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
105;2;19;4;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
106;2;20;3;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
107;2;21;3;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
108;2;22;4;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
109;2;23;4;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
110;2;24;5;2;"2019-08-08 08:52:37";"2019-08-08 08:52:37"
111;2;25;4;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
112;2;26;6;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
113;2;27;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
114;2;28;6;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
115;2;29;1;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
116;2;30;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
117;2;31;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
118;3;32;2;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
119;3;33;1;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
120;3;34;5;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
121;3;35;1;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
122;3;36;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
123;3;37;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
124;3;38;2;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
125;3;39;6;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
126;4;40;2;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
127;4;41;2;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
128;4;42;1;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
129;4;43;1;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
130;4;44;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
131;4;45;5;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
132;4;46;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
133;4;47;2;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
134;4;48;5;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
135;4;49;3;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
136;4;50;4;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
137;4;51;6;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
138;4;52;4;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
139;4;53;4;2;"2019-08-08 08:52:38";"2019-08-08 08:52:38"
140;4;54;1;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
141;4;55;2;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
142;4;56;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
143;4;57;3;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
144;4;58;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
145;4;59;1;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
146;4;60;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
147;4;61;1;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
148;4;62;5;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
149;4;63;5;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
150;4;64;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
151;4;65;5;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
152;5;66;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
153;5;67;5;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
154;5;68;6;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
155;5;69;3;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
156;5;70;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
157;5;71;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
158;5;72;5;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
159;5;73;4;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
160;5;74;2;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
161;5;75;5;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
162;5;76;1;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
163;5;77;3;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
164;5;78;3;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
165;5;79;1;2;"2019-08-08 08:52:39";"2019-08-08 08:52:39"
166;5;80;4;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
167;5;81;6;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
168;5;82;1;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
169;5;83;4;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
170;5;84;1;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
171;5;85;2;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
172;5;86;2;2;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
173;1;1;3;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
174;1;2;6;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
175;1;3;4;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
176;1;4;2;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
177;1;5;4;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
178;1;6;2;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
179;1;7;1;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
180;1;8;4;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
181;1;9;4;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
182;1;10;3;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
183;1;11;5;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
184;1;12;6;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
185;1;13;4;3;"2019-08-08 08:52:40";"2019-08-08 08:52:40"
186;1;14;5;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
187;1;15;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
188;1;16;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
189;1;17;2;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
190;2;18;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
191;2;19;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
192;2;20;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
193;2;21;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
194;2;22;1;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
195;2;23;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
196;2;24;2;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
197;2;25;4;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
198;2;26;2;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
199;2;27;2;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
200;2;28;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
201;2;29;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
202;2;30;1;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
203;2;31;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
204;3;32;6;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
205;3;33;5;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
206;3;34;3;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
207;3;35;6;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
208;3;36;2;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
209;3;37;4;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
210;3;38;5;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
211;3;39;5;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
212;4;40;5;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
213;4;41;4;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
214;4;42;1;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
215;4;43;5;3;"2019-08-08 08:52:41";"2019-08-08 08:52:41"
216;4;44;4;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
217;4;45;2;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
218;4;46;5;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
219;4;47;4;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
220;4;48;2;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
221;4;49;3;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
222;4;50;2;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
223;4;51;1;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
224;4;52;4;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
225;4;53;3;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
226;4;54;3;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
227;4;55;6;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
228;4;56;6;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
229;4;57;2;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
230;4;58;5;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
231;4;59;5;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
232;4;60;5;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
233;4;61;1;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
234;4;62;1;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
235;4;63;1;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
236;4;64;6;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
237;4;65;3;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
238;5;66;4;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
239;5;67;6;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
240;5;68;1;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
241;5;69;5;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
242;5;70;5;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
243;5;71;3;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
244;5;72;3;3;"2019-08-08 08:52:42";"2019-08-08 08:52:42"
245;5;73;6;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
246;5;74;1;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
247;5;75;4;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
248;5;76;3;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
249;5;77;4;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
250;5;78;6;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
251;5;79;1;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
252;5;80;3;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
253;5;81;6;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
254;5;82;6;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
255;5;83;6;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
256;5;84;1;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
257;5;85;6;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
258;5;86;5;3;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
259;1;1;2;4;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
260;1;2;6;4;"2019-08-08 08:52:43";"2019-08-08 08:52:43"
261;1;3;4;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
262;1;4;5;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
263;1;5;3;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
264;1;6;6;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
265;1;7;6;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
266;1;8;5;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
267;1;9;2;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
268;1;10;4;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
269;1;11;5;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
270;1;12;5;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
271;1;13;2;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
272;1;14;3;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
273;1;15;1;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
274;1;16;1;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
275;1;17;6;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
276;2;18;1;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
277;2;19;3;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
278;2;20;2;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
279;2;21;2;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
280;2;22;5;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
281;2;23;3;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
282;2;24;4;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
283;2;25;2;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
284;2;26;3;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
285;2;27;5;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
286;2;28;4;4;"2019-08-08 08:52:44";"2019-08-08 08:52:44"
287;2;29;2;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
288;2;30;2;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
289;2;31;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
290;3;32;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
291;3;33;6;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
292;3;34;5;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
293;3;35;4;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
294;3;36;3;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
295;3;37;5;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
296;3;38;3;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
297;3;39;5;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
298;4;40;4;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
299;4;41;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
300;4;42;2;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
301;4;43;5;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
302;4;44;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
303;4;45;6;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
304;4;46;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
305;4;47;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
306;4;48;5;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
307;4;49;3;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
308;4;50;1;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
309;4;51;6;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
310;4;52;2;4;"2019-08-08 08:52:45";"2019-08-08 08:52:45"
311;4;53;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
312;4;54;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
313;4;55;1;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
314;4;56;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
315;4;57;1;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
316;4;58;6;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
317;4;59;3;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
318;4;60;6;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
319;4;61;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
320;4;62;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
321;4;63;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
322;4;64;3;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
323;4;65;2;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
324;5;66;6;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
325;5;67;3;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
326;5;68;1;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
327;5;69;6;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
328;5;70;6;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
329;5;71;2;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
330;5;72;4;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
331;5;73;6;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
332;5;74;2;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
333;5;75;4;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
334;5;76;5;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
335;5;77;4;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
336;5;78;2;4;"2019-08-08 08:52:46";"2019-08-08 08:52:46"
337;5;79;4;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
338;5;80;4;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
339;5;81;2;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
340;5;82;6;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
341;5;83;2;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
342;5;84;3;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
343;5;85;6;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
344;5;86;1;4;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
345;1;1;5;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
346;1;2;3;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
347;1;3;1;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
348;1;4;1;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
349;1;5;2;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
350;1;6;3;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
351;1;7;4;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
352;1;8;3;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
353;1;9;1;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
354;1;10;6;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
355;1;11;4;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
356;1;12;1;5;"2019-08-08 08:52:47";"2019-08-08 08:52:47"
